asset_id,asset_type,file_name,round,question_number,question_text,answer,main_visual_clue,image_prompt,video_prompt
opening_title,title_card,opening_title_country_shapes.png,Opening,,Guess the Country by its Shape!,,world map globe,,Animate dramatic title reveal.
round_01,title_card,round_01_easy.png,ROUND 1: EASY,,ROUND 1: EASY,,,,
q01,question_scene,scene_q01_italy.png,ROUND 1: EASY,1,Which country is this?,Italy,Italy shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Italy."
q02,question_scene,scene_q02_australia.png,ROUND 1: EASY,2,Which country is this?,Australia,Australia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Australia."
q03,question_scene,scene_q03_japan.png,ROUND 1: EASY,3,Which country is this?,Japan,Japan shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Japan."
q04,question_scene,scene_q04_united_states_of_america.png,ROUND 1: EASY,4,Which country is this?,United States of America,United States of America shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading United States of America."
q05,question_scene,scene_q05_brazil.png,ROUND 1: EASY,5,Which country is this?,Brazil,Brazil shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Brazil."
q06,question_scene,scene_q06_india.png,ROUND 1: EASY,6,Which country is this?,India,India shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading India."
q07,question_scene,scene_q07_chile.png,ROUND 1: EASY,7,Which country is this?,Chile,Chile shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Chile."
q08,question_scene,scene_q08_norway.png,ROUND 1: EASY,8,Which country is this?,Norway,Norway shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Norway."
q09,question_scene,scene_q09_new_zealand.png,ROUND 1: EASY,9,Which country is this?,New Zealand,New Zealand shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading New Zealand."
q10,question_scene,scene_q10_madagascar.png,ROUND 1: EASY,10,Which country is this?,Madagascar,Madagascar shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Madagascar."
round_02,title_card,round_02_medium.png,ROUND 2: MEDIUM,,ROUND 2: MEDIUM,,,,
q11,question_scene,scene_q11_france.png,ROUND 2: MEDIUM,11,Which country is this?,France,France shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading France."
q12,question_scene,scene_q12_germany.png,ROUND 2: MEDIUM,12,Which country is this?,Germany,Germany shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Germany."
q13,question_scene,scene_q13_spain.png,ROUND 2: MEDIUM,13,Which country is this?,Spain,Spain shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Spain."
q14,question_scene,scene_q14_mexico.png,ROUND 2: MEDIUM,14,Which country is this?,Mexico,Mexico shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Mexico."
q15,question_scene,scene_q15_argentina.png,ROUND 2: MEDIUM,15,Which country is this?,Argentina,Argentina shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Argentina."
q16,question_scene,scene_q16_sweden.png,ROUND 2: MEDIUM,16,Which country is this?,Sweden,Sweden shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Sweden."
q17,question_scene,scene_q17_thailand.png,ROUND 2: MEDIUM,17,Which country is this?,Thailand,Thailand shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Thailand."
q18,question_scene,scene_q18_vietnam.png,ROUND 2: MEDIUM,18,Which country is this?,Vietnam,Vietnam shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Vietnam."
q19,question_scene,scene_q19_philippines.png,ROUND 2: MEDIUM,19,Which country is this?,Philippines,Philippines shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Philippines."
q20,question_scene,scene_q20_indonesia.png,ROUND 2: MEDIUM,20,Which country is this?,Indonesia,Indonesia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Indonesia."
round_03,title_card,round_03_tricky.png,ROUND 3: TRICKY,,ROUND 3: TRICKY,,,,
q21,question_scene,scene_q21_canada.png,ROUND 3: TRICKY,21,Which country is this?,Canada,Canada shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Canada."
q22,question_scene,scene_q22_russia.png,ROUND 3: TRICKY,22,Which country is this?,Russia,Russia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Russia."
q23,question_scene,scene_q23_china.png,ROUND 3: TRICKY,23,Which country is this?,China,China shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading China."
q24,question_scene,scene_q24_turkey.png,ROUND 3: TRICKY,24,Which country is this?,Turkey,Turkey shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Turkey."
q25,question_scene,scene_q25_iran.png,ROUND 3: TRICKY,25,Which country is this?,Iran,Iran shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Iran."
q26,question_scene,scene_q26_saudi_arabia.png,ROUND 3: TRICKY,26,Which country is this?,Saudi Arabia,Saudi Arabia shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Saudi Arabia."
q27,question_scene,scene_q27_south_africa.png,ROUND 3: TRICKY,27,Which country is this?,South Africa,South Africa shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading South Africa."
q28,question_scene,scene_q28_kenya.png,ROUND 3: TRICKY,28,Which country is this?,Kenya,Kenya shape silhouette,,"Animate shape reveal, 5-second thinking pause, answer card reading Kenya."
